word_id	stanza	loc	position	arabic	close	standard	edclose	variant	note	root	english
384	37	c	2	كَلِمَ	kalima	kalima	kalima				
372	36	b	2	كَمَ	kama	kama	kama				
373	36	b	3	هَبَرِ	habari	habari	habari				
374	36	b	4	ڠَنِ	gani	gani	gani				
410	40	a	3	فَتُمَ	faṯuma	fatuma	faṯuma				
386	37	d	2	أَكَمْوَمْبِيَ	akamwambiya	akamwambiya	akamwambiya				
396	38	d	2	الزَّهْرِيَّة	zzahrı̄yaẗ	zzahriyat	zzahrı̄yaẗ				
388	38	a	2	مَنٖنٗ	maneno	maneno	maneno				
389	38	a	3	هَيٗ	hayo	hayo	hayo				
403	39	c	2	هَيَ	haya	haya	haya				
404	39	c	3	مَنٖنٗ	maneno	maneno	maneno				
405	39	c	4	يَنْڠُ	yangu	yangu	yangu				
398	39	a	2	مْوَنَنْڠُ	mwanangu	mwanangu	mwanangu				
400	39	b	2	رَضِ	raḍi	radhi	raḍi				
401	39	b	3	يَنْڠُ	yangu	yangu	yangu				
419	41	a	2	بَبَنْڠُ	babangu	babangu	babangu				
407	39	d	2	أُكِيَسِكِيَ	ukiyasikiya	ukiyasikiya	ukiyasikiya				
414	40	c	2	كَڤُٹَ	kavuţa	kavuta	kavuţa				
415	40	c	3	كَلِمَ	kalima	kalima	kalima				
412	40	b	2	أَكَيَسُكُمَ	akayasukuma	akayasukuma	akayasukuma				
417	40	d	2	أَكَمْوَمْبِيَ	akamwambiya	akamwambiya	akamwambiya				
421	41	b	2	نَ	na	na	na				
422	41	b	3	مُمٖ	mume	mume	mume				
425	41	c	2	مَؤٗڤُ	maovu	maovu	maovu				
426	41	c	3	يَنْڠُ	yangu	yangu	yangu				
428	41	d	2	مْوٖنْيٖ	mwenye	mwenye	mwenye				
424	41	c	1	كَبِسَ	kabisa	kabisa	kabisa				
429	41	d	3	كُچٖنْدٖلٖيَ	kuchenḏeleya	kuchendeleya	kuchenḏeleya				
349	34	a	1	كَمُؤُلِزَ	kamuuliza	kamuuliza	kamuuliza				The Hashimite asked her:
458	44	d	2	كُوَمْبِيَ	kuwambiya	kuwambiya	kuwambiya				
439	43	a	1	تٖنَ	ṯena	tena	ṯena				And the conclusion in my heart
431	42	a	2	مْٹُ	mţu	mtu	mţu				
432	42	a	3	أَلٗنِغُرِ	aloniḡuri	alonighuri	aloniḡuri				
442	43	b	1	مْٹُيٖ	mţuye	mtuye	mţuye				[is that] that person was the Devil,
434	42	b	2	نِمٖفِكِرِ	nimefikiri	nimefikiri	nimefikiri				
490	48	a	1	أَكَئِسِنْڠَ	akaisinga	akaisinga	akaisinga				The boy grew up
476	46	c	2	هُزَءَ	huzaa	huzaa	huzaa				
445	43	c	1	مْلَنِوَ	mlaniwa	mlaniwa	mlaniwa				the  Cursed One, the Damned One,
436	42	c	2	خٖيْرِ	khēri	heri	khēri				
492	48	b	1	نَ	na	na	na				resembling his father.
460	45	a	2	وَؤُنْڠْوَنَ	waungwana	waungwana	waungwana				
487	47	d	1	وَ	wa	wa	wa				[son of] Lord Ali.
438	42	d	2	كُٹْوَنْڠَلِيَ	kuţwangaliya	kutwangaliya	kuţwangaliya				
496	48	c	1	كُلَ	kula	kula	kula				[To] everyone who saw him,
440	43	a	2	هُضُمُ	huḍumu	hudhumu	huḍumu				
441	43	a	3	مٗيٗنِ	moyoni	moyoni	moyoni				
477	46	c	3	وَلِدِ	waliḏi	walidi	waliḏi				
498	48	d	1	صُوْرَ	ṣūra	sura	ṣūra				his features said who he was.
443	43	b	2	نِ	ni	ni	ni				
444	43	b	3	شَيْطَانِ	shayṭāni	shaytani	shayṭāni				
501	49	a	1	وَٹُ	waţu	watu	waţu				People constantly referred to it,
462	45	b	2	نِوَپٖ	niwape	niwape	niwape				
503	49	b	1	عَلِى	'alii	'alii	'alii				[but] Ali knew nothing of it
446	43	c	2	مَلْعُوْنِ	mal'ūni	mal'uni	mal'ūni				
463	45	b	3	مَعَنَ	ma'ana	ma'ana	ma'ana				
506	49	c	1	هَتَ	haṯa	hata	haṯa				until one person secretly
448	43	d	2	مْبٗڤُ	mbovu	mbovu	mbovu				
449	43	d	3	كُنِٹِيَ	kuniţiya	kunitiya	kuniţiya				
510	49	d	1	َٰأَكَفِكَ	äaakafika	aaakafika	äaakafika				arrived to tell him.
451	44	a	2	نِمٖيَجِتِمُ	nimeyajiṯimu	nimeyajitimu	nimeyajiṯimu				
493	48	b	2	بَبَكٖ	babake	babake	babake				
494	48	b	3	وَ	wa	wa	wa				
512	50	a	1	أَلِپٗپٖنْدَ	alipopenḏa	alipopenda	alipopenḏa				When it pleased Providence
1481	138	a	1	أَوَلِ	awali	awali	awali				"Just before the seventh hour (noon),
453	44	b	2	مٖنْڠِنٖ	mengine	mengine	mengine				
454	44	b	3	تهَنُظُمُ	ṯʿanuẓumu	tanudhumu	ṯʿanuẓumu				
479	46	d	2	إِكَپٗتِيَ	ikapoṯiya	ikapotiya	ikapoṯiya				
456	44	c	2	مُيَفَهَمُ	muyafahamu	muyafahamu	muyafahamu				
465	45	c	2	يَنْڠُ	yangu	yangu	yangu				
466	45	c	3	ي	ı̄	i	ı̄				
467	45	c	4	عَيْنَ	'ayna	'ayna	'ayna				
495	48	b	4	كِفَنَ	kifana	kifana	kifana				
469	45	d	2	نَلٗئِوَتِيَ	naloiwaṯiya	naloiwatiya	naloiwaṯiya				
471	46	a	2	قَصِدِ	qaṣiḏi	qasidi	qaṣiḏi				
481	47	a	2	نَلٗيَفِكِرِ	naloyafikiri	naloyafikiri	naloyafikiri				
473	46	b	2	مَهَبَ	mahaba	mahaba	mahaba				
474	46	b	3	كُنِزِدِ	kuniziḏi	kunizidi	kuniziḏi				
488	47	d	2	مَوْلَانَا	mawlānā	maulana	mawlānā				
489	47	d	3	عَلِيَ	'aliya	'aliya	'aliya				
483	47	b	2	يٗتٖ	yoṯe	yote	yoṯe				
484	47	b	3	يَلٗجِرِ	yalojiri	yalojiri	yalojiri				
491	48	a	2	كِجَنَ	kijana	kijana	kijana				
486	47	c	2	جَعْفَرِ	ja'fari	ja'fari	ja'fari				
499	48	d	2	زَ	za	za	za				
500	48	d	3	لِكِمْوَمْبِيَ	likimwambiya	likimwambiya	likimwambiya				
497	48	c	2	أَلٗكِمُؤٗنَ	alokimuona	alokimuona	alokimuona				
502	49	a	2	وَلِكِنُكُرِ	walikinukuri	walikinukuri	walikinukuri				
507	49	c	2	مْمٗيَ	mmoya	mmoya	mmoya				
508	49	c	3	كْوَ	kwa	kwa	kwa				
509	49	c	4	سِرِ	siri	siri	siri				
504	49	b	2	هَنَ	hana	hana	hana				
505	49	b	3	هَبَرِ	habari	habari	habari				
511	49	d	2	كُمْوَمْبِيَ	kumwambiya	kumwambiya	kumwambiya				
513	50	a	2	مَنَانِ	manāni	manani	manāni				
515	50	b	2	مُعَيَنِ	mu'ayani	mu'ayani	mu'ayani				
544	53	b	2	يٖؤٗ	yeo	yeo	yeo				
545	53	b	3	تهَكِفُنِكَ	ṯʿakifunika	takifunika	ṯʿakifunika				
517	50	c	2	كِسِمَ	kisima	kisima	kisima				
518	50	c	3	مْوِٹُنِ	mwiţuni	mwituni	mwiţuni				
520	50	d	2	كُچَنْڠَلِيَ	kuchangaliya	kuchangaliya	kuchangaliya				
580	56	c	4	أَكِرُدِ	akiruḏi	akirudi	akiruḏi				
522	51	a	2	أَكٖنْدَ	akenḏa	akenda	akenḏa				
523	51	a	3	كْوَ	kwa	kwa	kwa				
524	51	a	4	شَكَ	shaka	shaka	shaka				
547	53	c	2	بَدِ	baḏi	badi	baḏi				
526	51	b	2	أَسِپٗيَتَكَ	asipoyaṯaka	asipoyataka	asipoyaṯaka				
548	53	c	3	تهَمْشِكَ	ṯʿamshika	tamshika	ṯʿamshika				
528	51	c	2	أَلِكِفُنِكَ	alikifunika	alikifunika	alikifunika				
530	51	d	2	أَكِچٖنْدٖيَ	akichenḏeya	akichendeya	akichenḏeya				
562	55	a	2	وَكَنْوَ	wakanwa	wakanwa	wakanwa				
550	53	d	2	أَمٖزٗوٖيَ	amezoweya	amezoweya	amezoweya				
532	52	a	2	عَلِى	'alii	'alii	'alii				
533	52	a	3	حَيْدَرِ	ḥayḏari	haydari	ḥayḏari				
535	52	b	2	نَ	na	na	na				
536	52	b	3	كُفِكِرِ	kufikiri	kufikiri	kufikiri				
563	55	a	3	كْوَ	kwa	kwa	kwa				
564	55	a	4	هِمَ	hima	hima	hima				
538	52	c	2	مَكَفِرِ	makafiri	makafiri	makafiri				
540	52	d	2	كُنِفُنُلِيَ	kunifunuliya	kunifunuliya	kunifunuliya				
552	54	a	2	هُكُ	huku	huku	huku				
553	54	a	3	نْيُمَ	nyuma	nyuma	nyuma				
542	53	a	2	أَكَتَمْكَ	akaṯamka	akatamka	akaṯamka				
574	56	a	2	كُرَدِدِ	kuraḏiḏi	kuradidi	kuraḏiḏi				
555	54	b	2	كَئٖڠٖمَ	kaegema	kaegema	kaegema				
566	55	b	2	أُكَلِكٗ	ukaliko	ukaliko	ukaliko				
567	55	b	3	نْيُمَ	nyuma	nyuma	nyuma				
557	54	c	2	نَاءٗ	nao	nao	nao				
558	54	c	3	كَسُكُمَ	kasukuma	kasukuma	kasukuma				
560	54	d	2	أَكَلَتِلِيَ	akalaṯiliya	akalatiliya	akalaṯiliya				
576	56	b	2	قَصِدِ	qaṣiḏi	qasidi	qaṣiḏi				
569	55	c	2	نَاءٖ	nae	nae	nae				
570	55	c	3	كَئٖڠٖمَ	kaegema	kaegema	kaegema				
572	55	d	2	هُمْوَنْڠَلِيَ	humwangaliya	humwangaliya	humwangaliya				
584	57	a	2	هُفَنْيَ	hufanya	hufanya	hufanya				
582	56	d	2	أَكِيَ	akiya	akiya	akiya				
585	57	a	3	نِ	ni	ni	ni				
578	56	c	2	ندَ	nḏa	nda	nḏa				
579	56	c	3	يٖؤٗ	yeo	yeo	yeo				
588	57	b	2	أَتَنِكِرِ	aṯanikiri	atanikiri	aṯanikiri				
586	57	a	4	بِرِ	biri	biri	biri				
593	57	d	2	تهَمْفِنِكِيَ	ṯʿamfinikiya	tamfinikiya	ṯʿamfinikiya				
595	58	a	2	كَٹِكَ	kaţika	katika	kaţika				
590	57	c	2	لِپٖٹٖ	lipeţe	lipete	lipeţe				
591	57	c	3	بَنْدَرِ	banḏari	bandari	banḏari				
596	58	a	3	كُٹٖكَ	kuţeka	kuteka	kuţeka				
599	58	b	3	أَكَتٗكَ	akaṯoka	akatoka	akaṯoka				
514	50	b	1	كَمُؤٗنَ	kamuona	kamuona	kamuona				[Ali], the Appointed One, saw him.
597	58	b	1	نَ	na	na	na				
629	61	b	2	سَاءَ	saa	saa	saa				
601	58	c	2	أَكَمْصِكَ	akamṣika	akamsika	akamṣika				
630	61	b	3	مْبِلِ	mbili	mbili	mbili				
615	60	a	1	هَيَ	haya	haya	haya				"These [things] I have said,
603	58	d	2	كَمْوَمْبِيَ	kamwambiya	kamwambiya	kamwambiya				
617	60	b	1	سِكُيَنٖنَ	sikuyanena	sikuyanena	sikuyanena				I have not spoken secretly -- 
605	59	a	2	هُنِشِكِيَنِ	hunishikiyani	hunishikiyani	hunishikiyani				
660	64	a	3	كْوَكٖ	kwake	kwake	kwake				
620	60	c	1	أُكِتَكَ	ukiṯaka	ukitaka	ukiṯaka				if you want it in plain terms
607	59	b	2	سِكُچِ	sikuchi	sikuchi	sikuchi				
608	59	b	3	سِنَنِ	sinani	sinani	sinani				
632	61	c	2	كَڠُٹَ	kaguţa	kaguta	kaguţa				
633	61	c	3	قَوْلِ	qawli	qauli	qawli				
625	61	a	1	كَمْڠُٹِيَ	kamguţiya	kamgutiya	kamguţiya				He attacked Ali repeatedly,
610	59	c	2	أُكِوَ	ukiwa	ukiwa	ukiwa				
611	59	c	3	نِ	ni	ni	ni				
612	59	c	4	جِنِ	jini	jini	jini				
628	61	b	1	وَكَوَنَ	wakawana	wakawana	wakawana				and they fought for two hours.
614	59	d	2	كُكُسٗمٖيَ	kukusomeya	kukusomeya	kukusomeya				
631	61	c	1	كِشَ	kisha	kisha	kisha				Then he paused,
616	60	a	2	نِمٖزٗفَسِرِ	nimezofasiri	nimezofasiri	nimezofasiri				
635	61	d	2	كَمْوَمْبِيَ	kamwambiya	kamwambiya	kamwambiya				
618	60	b	2	كْوَ	kwa	kwa	kwa				
619	60	b	3	سِرِ	siri	siri	siri				
649	63	b	2	بَبَكٗ	babako	babako	babako				
650	63	b	3	نِ	ni	ni	ni				
621	60	c	2	أَظْهَرِ	aẓhari	adhhari	aẓhari				
637	62	a	2	مْبَئِنِ	mbaini	mbaini	mbaini				
623	60	d	2	زَيْدِ	zayḏi	zaydi	zayḏi				
624	60	d	3	تهَكْوَمْبِيَ	ṯʿakwambiya	takwambiya	ṯʿakwambiya				
651	63	b	4	نَنِ	nani	nani	nani				
626	61	a	2	كْوَ	kwa	kwa	kwa				
627	61	a	3	مْبَلِ	mbali	mbali	mbali				
639	62	b	2	آدَمُ	ḏamu	damu	ḏamu				
